1,,,,,,,,,,CT|Yale-JC0035|2000,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,2,12306,5400,12259,5370,12263,5372,CT|Yale-JC0344|2009,CT|Yale-JC0373|2010,CT|Yale-JC0358|2009,4.07E-241,5.38E-213,4.25E-241,1.17E-65,7.24E-66,1.50E-69,NS,NS,5.67E-294
2,,,,,,,,,CT|Yale-JC0104|2003,CT|Yale-JC0465|2013,,,,,,,,,
2,,,,,,,,,CT|Yale-JC0105|2003,,,,,,,,,,
2,,,,,,,,,CT|Yale-JC0381|2011,,,,,,,,,,
2,,,,,,,,,CT|Yale-JC0500|2015,,,,,,,,,,
2,,,,,,,,,CT|Yale-JC0002|1992,,,,,,,,,,
2,,,,,,,,,CT|Yale-JC0108|2003,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,3,5404,12308,5380,12265,5376,12265,^CA|JSV_KX817319.1|1963,Unknown (ND|Yale-JC0225|2005),CO|KX817316.1|1961,1.41E-173,1.67E-169,8.58E-108,1.08E-64,7.89E-07,1.28E-85,NS,NS,2.02E-301
3,,,,,,,,,Unknown(ND|Yale-JC0226|2005),NM|MH900531.1|1977,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,4,5409,12292,5382,12259,5381,12259,^ND|Yale-JC0225|2005,CO|KX817316.1|1961,CT|Yale-JC0577|2018,1.87E-140,1.60E-138,4.99E-91,5.04E-50,3.92E-51,1.24E-55,NS,NS,5.69E-241
4,,,,,,,,ND|Yale-JC0226|2005,NM|MH900531.1|1977,CT|Yale-JC0003|1997,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0177|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0036|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0041|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0056|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0062|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0142|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0548|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0583|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0053|2001,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0098|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0310|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0389|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0372.1|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0359|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0420|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0451|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0397|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0475|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0586|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0599|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0650|2021,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0537.1|2017,,,,,,,,,
4,,,,,,,,,,NY|JC29|2017,,,,,,,,,
4,,,,,,,,,,NY|Yale-JC0768|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0628|2020,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0270|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0299|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0302|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0298|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0318|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0320|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0319|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0585|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0087|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0354|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0578|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0619|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0620|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0651|2021,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0664|2022,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0645|2021,,,,,,,,,
4,,,,,,,,,,NY|JC10|2008,,,,,,,,,
4,,,,,,,,,,NY|Yale-JC0674|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0480|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0070|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0340|2009,,,,,,,,,
4,,,,,,,,,,NY|JC16|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0083|2003,,,,,,,,,
4,,,,,,,,,,ND|Yale-JC0160|2004,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0258|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0241|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0446|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0448|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0135|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0140|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0363|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0521|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0523|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0618|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0388|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0503|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0561|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0584|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0598|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0621|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0573|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0631|2020,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0634|2020,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0632|2020,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0409|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0501|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0514|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0661|2022,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0102|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0103|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0290|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0300|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0304|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0303|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0552|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0198|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0335|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0355|2009,,,,,,,,,
4,,,,,,,,,,ND|Yale-JC0158|2004,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0477|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0482|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0464.1|2013,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0443|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0399|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0400|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0408|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0423|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0425|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0426|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0401|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0407|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0402|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0406|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0404|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0435|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0422|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0405|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0461|2013,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0490|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0622|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0424|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0499|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0168|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0239|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0371|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0556|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0419|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0250|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0171|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0184.1|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0015|1999,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0016|1999,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0018|1999,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0025|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0026|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0350|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0395|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0532.2|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0563|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0564|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0393|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0639|2021,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0569|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0570|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0383|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0385|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0394|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0472|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0471|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0496|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0602.1|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0554|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0382|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0051|2001,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0453|2013,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0068|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0379|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0587|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0334|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0332|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0384|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0333|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0034|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0054|2001,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0238|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0244|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0245|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0259|2007,,,,,,,,,
4,,,,,,,,,,MA|Yale-JC0782|2023,,,,,,,,,
4,,,,,,,,,,MA|Yale-JC0783|2023,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0179|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0582|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0646|2021,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0647|2021,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0028|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0037|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0030|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0588|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0525|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0533.1|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0019|1999,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0020|1999,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0059|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0099|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0231|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0237|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0112|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0113|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0100|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0111|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0236|2006,,,,,,,,,
4,,,,,,,,,,ND|Yale-JC0129.1|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0633|2020,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0170|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0288|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0376|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0377|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0289|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0183|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0234|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0240|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0433|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0502|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0560|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0551|2017,,,,,,,,,
4,,,,,,,,,,NY|JC08|2007,,,,,,,,,
4,,,,,,,,,,NY|JC02|2003,,,,,,,,,
4,,,,,,,,,,NY|JC17|2011,,,,,,,,,
4,,,,,,,,,,NY|Yale-JC0718.1|2014,,,,,,,,,
4,,,,,,,,,,NY|Yale-JC0719|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0513|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0515|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0516|2016,,,,,,,,,
4,,,,,,,,,,NY|JC32|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0526|2016,,,,,,,,,
4,,,,,,,,,,NY|Yale-JC0672|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0654|2021,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0055|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0063|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0172|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0071|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0249|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0609|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0361|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0497|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0542|2017,,,,,,,,,
4,,,,,,,,,,NY|Yale-JC0764|2022,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0167|2005,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0013|1998,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0101|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0442|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0116|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0396|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0375|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0031|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0040|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0080|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0134|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0058.1|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0429|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0444|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0114|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0285|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0390|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0440|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0544|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0545|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0546|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0347|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0592|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0137|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0294|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0307|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0360|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0470|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0487|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0495|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0494|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0493|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0520|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0507|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0656|2022,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0658|2022,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0456|2013,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0457|2013,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0559|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0605|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0615|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0263|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0264|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0265|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0274|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0275|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0276|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0277|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0364|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0278|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0630|2020,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0611|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0505|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0566|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0538|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0351|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0254|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0316|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0413|2011,,,,,,,,,
4,,,,,,,,,,ND|Yale-JC0122|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0115|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0243|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0232|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0476|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0550|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0266|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0306|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0284|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0441|2012,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0478|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0565|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0242|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0296|2007,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0403|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0349|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0322|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0462|2013,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0479|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0567|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0432|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0580|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0604.1|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0606|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC607.1|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0474|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0488|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0504|2016,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0555|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0575|2018,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0614|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0591|2018,,,,,,,,,
4,,,,,,,,,,NY|Yale-JC0761|2022,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0492|2015,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0465|2013,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0251|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0143|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0149|2004,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0374|2010,,,,,,,,,
4,,,,,,,,,,ND|Yale-JC0157|2004,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0427|2011,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0357|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0358|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0484|2014,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0660|2022,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0323|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0331|2009,,,,,,,,,
4,,,,,,,,,,NY|JC15|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0365|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0366|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0368.1|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0369.1|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0370.1|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0367|2010,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0541|2017,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0032|2000,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0014|1999,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0022|1999,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0076|2003,,,,,,,,,
4,,,,,,,,,,ND|Yale-JC0131|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0073.1|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0077.1|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0246|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0248|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0247|2006,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0313|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0314|2008,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0362|2010,,,,,,,,,
4,,,,,,,,,,ND|Yale-JC0130|2003,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0057|2002,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0613|2019,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0337.1|2009,,,,,,,,,
4,,,,,,,,,,CT|Yale-JC0511|2016,,,,,,,,,
